user_id,area_type,num_people,avg_daily_hours,cylinder_size_kg,weather_influence,usual_duration_days,residence_type,cooking_frequency,primary_usage,weather_impact_type,guest_impact,days_since_install
590,1,6,3.0,37.5,3.0,30,1,1,0,0,0,72
591,0,6,2.0,12.5,1.0,60,1,2,3,1,3,115
592,0,2,1.0,5.0,3.0,30,2,3,0,1,3,87
593,1,5,1.0,5.0,2.0,10,2,1,2,1,2,112
594,2,3,5.0,5.0,3.0,10,2,2,1,0,1,106
595,2,5,5.0,37.5,2.0,20,0,1,0,0,2,116
596,0,3,3.0,12.5,3.0,30,2,3,0,1,3,73
597,2,2,1.0,5.0,3.0,20,1,4,1,0,0,107
598,1,5,4.0,5.0,1.0,20,1,2,1,1,2,90
599,2,4,1.5,5.0,3.0,45,2,2,4,0,0,76
601,2,2,0.5,12.5,1.0,45,1,1,0,2,2,100
603,1,3,1.0,12.5,1.0,20,0,4,0,2,0,69
605,0,6,4.0,5.0,3.0,30,0,4,2,1,1,73
606,1,1,5.0,12.5,1.0,60,0,3,3,0,0,80
607,1,1,1.5,5.0,2.0,60,0,1,4,1,0,115
608,0,5,1.5,12.5,1.0,60,0,3,4,0,3,105
609,0,2,2.0,37.5,3.0,20,2,3,1,2,2,100
610,2,1,3.0,12.5,1.0,60,1,1,2,2,0,108
611,1,2,1.0,37.5,1.0,45,0,4,2,2,0,118
614,0,5,0.5,37.5,3.0,60,0,1,3,2,1,82
616,2,5,1.0,12.5,1.0,60,0,1,3,2,2,72
617,1,4,2.0,12.5,3.0,45,0,1,2,1,2,83
618,2,4,1.0,37.5,2.0,60,1,2,4,1,1,114
621,0,1,1.0,12.5,1.0,10,0,4,1,1,2,103
622,2,6,2.0,12.5,1.0,45,0,3,3,1,1,84
625,2,3,0.5,5.0,3.0,20,1,4,2,0,3,112
626,2,5,1.5,12.5,2.0,10,2,4,4,2,0,90
627,2,6,4.0,12.5,2.0,60,2,1,2,0,2,121
628,1,6,0.5,5.0,2.0,45,1,2,2,1,0,116
629,1,1,2.0,37.5,2.0,45,1,2,4,0,2,81
630,2,4,2.0,12.5,2.0,45,2,3,2,0,1,63
631,1,5,2.0,12.5,1.0,30,2,1,4,0,3,102
632,0,3,1.0,5.0,3.0,45,0,3,4,2,1,110
634,2,3,0.5,5.0,1.0,60,0,1,0,1,0,62
635,2,5,5.0,5.0,2.0,20,2,1,4,0,0,121
638,0,3,5.0,12.5,2.0,10,0,3,4,2,3,104
639,0,6,1.0,5.0,1.0,45,1,1,3,2,1,65
641,1,2,0.5,5.0,1.0,30,1,3,3,2,3,97
642,0,4,5.0,5.0,3.0,20,1,1,1,0,1,80
644,1,3,1.5,12.5,1.0,60,2,4,3,0,2,65
645,2,6,2.0,5.0,3.0,45,2,1,3,1,1,118
646,2,4,1.0,5.0,1.0,45,2,3,4,2,0,105
647,2,2,4.0,37.5,1.0,10,1,3,0,0,1,95
648,1,4,0.5,12.5,2.0,45,1,1,4,0,1,100
649,1,5,5.0,12.5,1.0,20,1,2,3,1,0,63
650,2,5,1.0,5.0,1.0,60,2,2,0,2,1,106
651,2,1,1.5,5.0,1.0,30,2,4,2,1,2,85
652,1,6,1.5,37.5,3.0,60,2,3,3,0,0,85
655,2,5,3.0,5.0,1.0,60,2,1,3,1,2,110
658,1,5,3.0,5.0,1.0,60,0,4,3,0,3,62
659,0,6,5.0,37.5,3.0,45,2,1,2,2,3,63
660,2,2,4.0,37.5,3.0,45,2,2,3,0,0,114
661,2,2,0.5,5.0,3.0,30,0,2,1,1,3,119
662,0,3,0.5,12.5,3.0,20,2,1,0,1,3,117
663,0,1,2.0,5.0,2.0,45,2,1,1,2,0,111
664,1,3,1.0,5.0,1.0,20,1,2,1,0,1,117
665,1,5,1.5,5.0,2.0,60,2,1,1,2,3,88
666,2,3,4.0,37.5,3.0,10,1,4,4,2,3,106
668,2,3,2.0,12.5,1.0,10,0,4,3,0,3,96
669,0,2,4.0,37.5,3.0,45,1,2,2,2,0,117
672,0,2,5.0,37.5,2.0,30,0,3,2,2,2,120
675,1,1,0.5,12.5,1.0,60,0,3,4,1,0,113
676,2,5,1.0,12.5,2.0,45,0,1,3,0,1,114
678,0,5,1.5,12.5,3.0,45,0,4,0,2,1,114
679,1,4,1.0,5.0,3.0,60,0,1,0,2,3,74
680,1,4,5.0,12.5,1.0,60,0,1,1,2,3,88
681,2,2,5.0,12.5,1.0,60,1,2,4,0,2,94
683,2,1,0.5,12.5,2.0,30,1,2,0,1,0,62
685,1,1,0.5,12.5,1.0,45,0,3,2,2,0,119
686,1,2,1.5,5.0,1.0,60,0,1,1,1,1,95
687,0,2,2.0,5.0,2.0,30,0,4,2,0,2,79
689,2,2,4.0,12.5,3.0,20,2,2,2,1,3,82
690,2,2,5.0,5.0,3.0,45,0,2,3,1,2,64
691,2,6,1.5,37.5,3.0,45,0,4,1,0,2,115
692,1,1,3.0,5.0,3.0,10,1,3,2,0,0,72
693,1,3,1.0,5.0,3.0,60,0,3,0,1,0,83
694,2,6,4.0,37.5,2.0,20,0,2,4,1,2,114
695,1,3,1.0,5.0,2.0,30,0,4,3,0,2,86
696,2,1,4.0,12.5,3.0,60,1,1,0,0,0,82
697,0,6,1.0,12.5,1.0,30,0,2,2,1,2,106
698,0,6,1.0,37.5,1.0,30,1,4,4,1,0,75
701,1,4,5.0,37.5,1.0,10,2,1,3,0,1,117
702,0,4,3.0,5.0,1.0,45,2,2,2,0,1,97
703,1,6,5.0,37.5,3.0,30,2,4,3,0,1,119
704,2,3,2.0,37.5,2.0,60,2,4,2,1,3,82
707,1,1,3.0,12.5,2.0,60,2,4,0,0,3,111
708,0,5,1.0,37.5,3.0,45,2,3,1,2,3,98
709,1,5,3.0,12.5,2.0,10,2,2,4,1,0,85
710,0,6,3.0,12.5,3.0,45,0,3,4,0,0,100
713,0,5,1.0,5.0,2.0,45,0,2,0,0,3,72
714,0,6,1.0,5.0,2.0,60,0,2,1,0,3,113
715,1,4,4.0,12.5,3.0,10,0,2,1,1,1,75
716,1,1,1.0,5.0,1.0,10,1,1,0,2,3,79
718,1,5,3.0,37.5,3.0,10,0,3,4,0,0,93
720,0,4,3.0,12.5,2.0,30,2,1,2,1,3,121
723,1,3,0.5,5.0,2.0,60,0,1,0,2,1,88
725,0,4,5.0,12.5,3.0,60,1,4,2,0,2,107
727,2,6,5.0,37.5,3.0,60,1,3,0,1,1,113
730,1,5,2.0,37.5,1.0,60,2,3,1,2,1,101
731,0,2,4.0,12.5,1.0,45,1,3,4,0,3,110
732,1,6,3.0,37.5,2.0,20,0,4,0,0,0,121
733,1,2,3.0,5.0,1.0,45,2,2,0,1,2,105
735,0,5,1.0,12.5,3.0,10,1,3,1,0,2,117
736,1,4,2.0,5.0,2.0,45,0,3,0,1,2,67
737,2,6,0.5,37.5,3.0,60,1,2,3,0,1,65
738,2,4,0.5,37.5,2.0,10,2,2,1,0,1,88
739,2,5,0.5,37.5,3.0,20,0,4,1,2,0,91
740,0,1,1.5,5.0,3.0,45,0,2,1,0,2,66
743,1,2,2.0,5.0,1.0,45,2,1,2,1,3,112
744,0,5,1.5,12.5,1.0,20,0,4,2,1,0,101
746,1,1,0.5,5.0,2.0,10,2,4,3,1,1,70
747,0,6,1.5,5.0,1.0,45,2,2,4,1,0,103
748,1,4,5.0,5.0,3.0,45,2,2,2,1,2,114
749,1,1,1.5,37.5,3.0,60,0,3,1,2,0,99
750,2,1,2.0,12.5,2.0,60,0,2,3,0,0,62
751,1,6,1.0,12.5,1.0,30,0,1,0,2,1,71
752,2,4,0.5,5.0,1.0,60,1,4,2,0,2,65
756,2,5,5.0,5.0,2.0,60,2,3,0,1,1,81
758,0,3,1.5,12.5,1.0,20,0,3,0,0,0,76
759,0,5,5.0,5.0,2.0,60,0,1,4,1,0,110
760,2,6,2.0,5.0,3.0,20,1,2,3,1,1,91
761,0,2,2.0,12.5,1.0,30,1,2,2,2,0,62
762,2,3,0.5,12.5,2.0,45,2,3,1,0,3,91
763,1,3,2.0,5.0,3.0,45,2,3,2,2,0,101
766,0,4,1.5,37.5,2.0,30,0,3,1,1,1,77
767,2,3,1.5,37.5,3.0,30,0,3,2,2,2,93
769,2,3,1.5,37.5,2.0,10,1,2,1,1,3,88
772,2,3,1.0,5.0,1.0,10,2,1,2,1,0,111
773,2,1,0.5,37.5,1.0,60,0,4,2,2,0,71
775,1,4,4.0,12.5,2.0,10,1,3,1,2,3,108
776,1,2,0.5,12.5,2.0,60,2,1,0,2,0,101
779,1,3,3.0,37.5,3.0,60,1,4,1,1,3,105
780,0,1,2.0,5.0,3.0,10,0,1,1,0,3,97
783,0,6,1.0,37.5,1.0,30,0,1,1,2,1,82
784,0,3,1.0,37.5,3.0,60,2,3,0,2,3,104
785,0,6,1.5,12.5,3.0,20,2,4,4,2,1,106
787,2,4,4.0,5.0,2.0,20,0,2,4,1,1,69
791,0,2,1.5,5.0,2.0,20,1,4,2,1,2,71
792,1,1,5.0,5.0,2.0,20,0,2,2,2,3,107
794,1,6,4.0,37.5,3.0,45,1,4,0,2,2,103
795,0,4,0.5,5.0,1.0,60,2,3,3,2,1,85
796,2,1,5.0,5.0,3.0,45,2,1,2,0,1,108
797,2,2,3.0,5.0,3.0,60,0,1,4,0,0,89
798,2,4,4.0,37.5,1.0,45,2,3,4,1,2,119
800,2,6,5.0,12.5,3.0,45,1,2,0,0,3,121
801,2,4,1.0,37.5,2.0,30,0,2,4,2,0,64
802,2,6,5.0,12.5,3.0,20,1,3,1,2,2,114
803,0,3,0.5,5.0,3.0,20,2,1,0,1,1,109
804,2,3,1.0,12.5,3.0,45,1,3,3,2,3,94
807,0,6,2.0,12.5,2.0,10,1,3,3,2,3,69
810,0,4,4.0,5.0,3.0,60,2,4,0,1,1,64
811,2,6,3.0,12.5,1.0,45,2,2,1,2,3,66
812,2,2,1.0,5.0,3.0,20,2,3,2,0,3,91
813,0,6,1.5,12.5,2.0,30,2,3,2,1,2,105
814,1,4,3.0,12.5,3.0,10,2,2,4,1,2,99
816,2,3,2.0,37.5,2.0,60,1,1,3,2,2,71
817,2,3,1.0,12.5,1.0,60,2,2,4,2,3,105
818,0,4,3.0,12.5,3.0,10,2,2,1,2,1,88
820,0,3,2.0,12.5,3.0,30,0,3,1,1,2,102
821,2,6,0.5,37.5,1.0,30,2,1,4,0,0,101
822,0,3,5.0,12.5,3.0,60,0,4,2,0,1,120
824,1,2,1.5,5.0,3.0,60,1,4,2,2,0,90
825,1,3,1.0,5.0,2.0,10,1,3,2,0,0,62
826,2,3,2.0,37.5,1.0,20,1,4,4,2,2,102
827,1,6,5.0,12.5,3.0,30,1,1,4,2,2,90
829,0,5,3.0,12.5,1.0,60,1,4,0,2,3,86
830,1,6,1.0,12.5,3.0,30,0,2,4,2,1,100
832,2,3,2.0,37.5,1.0,30,0,2,1,2,1,81
833,2,6,5.0,12.5,1.0,20,0,3,0,1,0,82
834,0,3,3.0,12.5,1.0,20,1,1,0,0,0,105
835,0,3,3.0,37.5,3.0,10,1,4,2,2,3,96
837,2,2,3.0,37.5,1.0,45,1,1,1,0,3,71
838,0,2,1.5,12.5,2.0,20,2,4,1,1,3,91
839,1,6,3.0,5.0,3.0,20,2,1,0,0,0,68
840,0,2,1.5,12.5,2.0,20,0,3,4,0,3,80
841,2,3,1.0,12.5,1.0,20,1,2,3,2,1,89
842,2,1,2.0,37.5,1.0,60,2,4,1,2,1,93
843,1,3,0.5,5.0,3.0,10,1,1,0,2,0,95
845,0,1,4.0,5.0,1.0,45,2,4,0,1,3,117
846,2,1,3.0,5.0,2.0,20,2,4,2,0,0,111
847,1,2,1.5,5.0,2.0,30,2,3,2,1,1,100
850,1,3,1.0,5.0,2.0,10,1,1,4,2,2,86
851,0,4,5.0,5.0,1.0,45,2,3,0,0,2,81
852,0,6,1.5,37.5,3.0,10,1,1,3,2,1,93
856,0,6,5.0,37.5,1.0,45,2,1,2,2,3,104
858,2,3,1.5,37.5,1.0,60,0,2,2,2,0,67
859,2,2,5.0,37.5,2.0,45,0,1,3,2,0,97
860,2,6,5.0,37.5,1.0,60,1,2,3,2,0,73
862,2,2,2.0,12.5,1.0,60,0,1,0,0,3,116
863,1,1,2.0,12.5,3.0,20,1,2,2,0,0,62
865,0,2,2.0,5.0,2.0,20,1,1,0,2,1,85
866,1,4,4.0,37.5,1.0,60,0,2,4,0,0,92
867,2,6,2.0,5.0,2.0,45,2,1,3,1,1,99
868,2,6,2.0,12.5,3.0,20,1,3,4,0,3,64
869,2,3,4.0,37.5,1.0,30,2,2,2,2,3,88
870,0,6,0.5,12.5,3.0,20,0,2,1,2,1,113
871,0,6,1.5,5.0,3.0,20,1,3,3,0,2,63
872,2,5,1.5,37.5,3.0,60,1,2,4,0,3,77
873,0,2,0.5,5.0,1.0,30,0,4,0,2,0,121
874,2,2,3.0,37.5,3.0,30,1,3,2,1,1,82
878,2,2,2.0,12.5,3.0,45,2,1,0,2,3,88
